"ID Księgi"|"Wynik"|"Data przeprowadzenia"
"335082"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.46.2014.IG"|"2014-04-10"
"335083"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.87.2015.ET"|"2015-07-01"
"335084"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.84.2015.AM"|"2015-06-26"
"335085"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.22.2015.MB"|"2015-03-06"
"335087"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.147.2015.AP"|"2015-11-20"
"335088"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.135.2014.IG"|"2014-08-28"
"335088"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.111.2015.IG"|"2015-09-17"
"335089"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-02-12"
"335090"|"Ocena kontroli - pozytywna"|"2013-06-07"
"335091"|"Ocena kontroli - pozytywna"|"2013-06-28"
"335091"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.111.2014.AM"|"2014-06-16"
"335091"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.9.2015.OS"|"2015-02-04"
"335095"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.100.2014.AP"|"2014-06-02"
"335097"|"Ocena kontroli - pozytywna"|"2013-01-22"
"335098"|"Ocena kontroli - pozytywna"|"2013-02-01"
"335099"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.17.2014.MB"|"2014-02-21"
"335099"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.70.2015.DM"|"2015-06-12"
"335100"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.60.2014.IG"|"2014-04-24"
"335106"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.136.2015.ET"|"2015-11-04"
"335109"|"Ocena kontroli - pozytywna"|"2013-11-14"
"335110"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-05-09"
"335115"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.91.2014.DM"|"2014-06-18"
"335116"|"Ocena kontroli - pozytywna"|"2013-03-22"
"335119"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-10-07"
"335120"|"Ocena kontroli - pozytywna z nieprawidłowością"|"2013-10-17"
"335121"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-03-14"
"335123"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2012-10-29"
"335123"|"Ocena kontroli - pozytywna"|"2013-11-08"
"335124"|"Ocena kontroli - pozytywna"|"2012-10-30"
"335125"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.38.2015.IG"|"2015-04-09"
"335126"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.24.2015.DM"|"2015-03-09"
"335128"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.26.2014.ET"|"2014-03-05"
"335129"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.15.2014.OS"|"2014-02-19"
"335130"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.27.2015.OS"|"2015-03-18"
"335133"|"Ocena kontroli - pozytywna"|"2013-02-22"
"335136"|"Ocena kontroli - pozytywna"|"2013-06-10"
"335137"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-04-11"
"335137"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.25.2014.OS"|"2014-03-06"
"335141"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.68.2014.AM"|"2014-05-05"
"335144"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.19.2015.ET"|"2015-02-18"
"335148"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-01-17"
"335149"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.12.2014.MB"|"2014-02-13"
"335150"|"Ocena kontroli - pozytywna"|"2012-08-31"
"335150"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.23.2016.AM"|"2016-03-10"
"335151"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-06-11"
"335153"|"Ocena kontroli - pozytywna"|"2012-03-20"
"335153"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.37.2016.OS"|"2016-04-04"
"335154"|"Ocena kontroli - pozytywna"|"2013-07-11"
"335158"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.85.2015.AP"|"2015-06-29"
"335159"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.45.2015.AM"|"2015-04-22"
"335160"|"Ocena kontroli - pozytywna"|"2013-02-05"
"335161"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.159.2014.DM"|"2014-11-03"
"335163"|"Ocena kontroli - pozytywna"|"2012-10-24"
"335164"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.158.2014.ET"|"2014-10-27"
"335165"|"Ocena kontroli - pozytywna"|"2013-04-24"
"335166"|"Ocena kontroli - pozytywna"|"2012-08-14"
"335166"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.24.2016.AM"|"2016-03-09"
"335167"|"Ocena kontroli - pozytywna"|"2012-11-09"
"335167"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.19.2016.AM"|"2016-03-04"
"335168"|"Ocena kontroli - pozytywna"|"2012-07-19"
"335168"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.20.2016.AM"|"2016-03-04"
"335169"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.16.2014.ET"|"2014-02-18"
"335170"|"Ocena kontroli - pozytywna"|"2013-10-03"
"335171"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.95.2015.OS"|"2015-08-12"
"335172"|"Ocena kontroli - pozytywna"|"2012-11-14"
"335173"|"Ocena kontroli - pozytywna"|"2012-01-26"
"335173"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.39.2016.DM"|"2016-04-06"
"335174"|"Ocena kontroli - pozytywna"|"2013-02-07"
"335175"|"Ocena kontroli - pozytywna z nieprawidłowością"|"2013-10-17"
"335176"|"Ocena kontroli - pozytywna"|"2013-03-05"
"335177"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2012-10-12"
"335177"|"Ocena kontroli - pozytywna"|"2013-11-08"
"335178"|"Ocena kontroli - pozytywna z nieprawidłowością"|"2012-10-16"
"335178"|"Ocena kontroli - pozytywna"|"2013-09-16"
"335179"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.61.2016.IG"|"2016-05-12"
"335182"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.105.2015.OS"|"2015-09-09"
"335183"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.128.2015.AP"|"2015-10-20"
"335184"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.37.2014.ET"|"2014-03-26"
"335185"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.16.2016.OS"|"2016-02-25"
"335186"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-02-06"
"335186"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.5.2014.ET"|"2014-02-04"
"335187"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.11.2014.ET"|"2014-02-13"
"335189"|"Ocena kontroli - pozytywna"|"2012-09-17"
"335190"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.3.2015.ET"|"2015-01-27"
"335193"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-05-27"
"335193"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.176.2014.DM"|"2014-12-11"
"335195"|"Ocena kontroli - pozytywna z nieprawidłowością"|"2013-08-23"
"335196"|"Ocena kontroli - pozytywna"|"2013-04-25"
"335197"|"Ocena kontroli - pozytywna z nieprawidłowością"|"2013-08-12"
"335202"|"Ocena kontroli - pozytywna"|"2013-02-20"
"335207"|"Ocena kontroli - pozytywna"|"2013-06-14"
"335209"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.130.2015.OS"|"2015-10-15"
"335210"|"Ocena kontroli - pozytywna"|"2013-11-04"
"335213"|"Ocena kontroli - pozytywna"|"2012-03-09"
"335213"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak: PS-III.9612.14.2016.ET"|"2016-02-18"
"335216"|"Ocena kontroli - pozytywna z nieprawidłowościami"|"2013-06-12"
"335219"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.120.2015.MB"|"2015-10-07"
"335220"|"Ocena kontroli - pozytywna"|"2013-07-04"
"335222"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.151.2015.AM"|"2015-11-12"
"335223"|"Ocena kontroli - pozytywna"|"2013-06-17"
"335224"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.165.2014.ET"|"2014-11-03"
"335226"|"Ocena kontroli - pozytywna"|"2012-08-23"
"335229"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.23.2014.DM"|"2014-02-27"
"335230"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.169.2014.IG"|"2014-11-13"
"335230"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.123.2015.IG"|"2015-10-14"
"335234"|"Ocena kontroli - pozytywna"|"2012-11-12"
"335236"|"Ocena pozytywna z nieprawidłowością, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.73.2014.AM"|"2014-05-20"
"335237"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.142.2014.AP"|"2014-09-26"
"335239"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.109.2014.AP"|"2014-06-06"
"335241"|"Ocena pozytywna, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.109.2015.ET"|"2015-09-21"
"335242"|"Ocena pozytywna z nieprawidłowościami, zgodnie z wnioskami zawartymi w protokole kontroli znak PS-III.9612.31.2014.MB"|"2014-03-14"
"335245"|"Ocena kontroli - pozytywna"|"2013-02-26"
"335452"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2013-10-21"
"335537"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2013-04-26"
"335611"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2014-05-09"
"335614"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2014-07-02"
"335675"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2014-02-11"
"335827"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2014-04-24"
"335894"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2013-03-25"
"335911"|"Kontrola pozytywna. Nie stwierdzono nieprawidłowości."|"2013-08-22"
"335991"|"Kontrola pozytywna. Nie stwierdzono nieprawidłowości."|"2014-07-29"
"336008"|"Kontrola pozytywna. Nie stwierdzono nieprawidłowości."|"2013-04-11"
"336010"|"Kontrola pozytywna ze stwierdzonymi nieprawidłowościami. Podmiot leczniczy wykonał zalecenia pokontrolne wydane na podstawie stwierdzonych podczas czynności kontrolnych nieprawidłowości, zawartych w protokole kontroli."|"2013-11-28"
"336161"|"Zakres przedmiotowy kontroli - sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (Dz.U. Nr 112, poz. 654 z późn. zm.) i przepisami wydanymi na jej podstawie oraz aktami powiązanymi.Wynik przeprowadzonej kontroli - pozytywny."|"2012-09-18"
"336172"|"Zakres przedmiotowy kontroli: Kontrola planowa problemowa medyczna w zakresie spełniania warunków do udzielania świadczeń zdrowotnych, a także zgodność wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011r. o działalności leczniczej (j.t. Dz.U. z 2013r., poz. 217, z późn.zm.) i przepisami powiązanymi. Wynik przeprowadzonej kontroli: pozytywny z nieprawidłowościami"|"2014-11-05"
"336175"|"Zakres przedmiotowy kontroli - sprawdzenie funkcjonowania podmiotu oraz wskazanie występujących nieprawidłowości w zakresie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (Dz. U. Nr 112, poz. 654 z późn. zm.) i przepisami powiązanymi.Wynik przeprowadzonej kontroli - pozytywny z nieprawidłowościami."|"2012-09-04"
"336179"|"Zakres kontroli: sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z 15 kwietnia 2011 r. o działalności leczniczej (DZ. U. Nr 112, poz 654 z późn. zm) i przepisami wydanymi na jej podstwie i aktami powiązanymi.Wynik przeprowadzonej kontroli: pozytywny z nieprawidłowościami"|"2013-04-02"
"336192"|"Zakres przedmiotowy kontroli: sprawdzenie prawidłowości funkcjionowania i udzielania świadczeń medycznych na podst. atr. 111 ustawy o działalności leczniczej (t.j. Dz.U. z 2013 r. poz. 217) oraz wskazanie występujących nieprawidłowości w zaresie wykonywanej działalności leczniczej.Wyniik kontroli: pozytywny z nieprawidłowościami"|"2013-03-11"
"336210"|"Zakres przedmiotowy kontroli - Sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011r. o działalności leczniczej i przepisami powiązanymi (t.j. Dz. U. z 2013r. poz. 217).Wynik przeprowadzonej kontroli - pozytywny."|"2013-06-12"
"336233"|"Zakres przedmiotowy kontroli: sprawdzenie zgodności funkcjonowania pod względem medycznym oraz wskazanie występujących nieprawidłowości w zakresie spełniania warunków do udzielania świadczeń zdrowotnychWynik przeprowadzonej kontroli: pozytywny"|"2013-03-14"
"336254"|"Zakres przedmiotowy kontroli - Sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (t.j. Dz. U. z 2013r., poz. 217) i przepisami wydanymi na jej podstawie oraz z aktami powiązanymi.Wynik przeprowadzonej kontroli - pozytywna z nieprawidłowościami."|"2013-03-04"
"336257"|"Zakres przedmiotowy kontroli - sprawdzenie zgodności ze stanem faktycznym oświadczenia złożonego przez podmiot leczniczy w trybie art. 100 ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej i przepisami powiązanymi (Dz. U. Nr 112, poz. 654 z późn. zm.).Wynik przeprowadzonej kontroli - pozytywny z nieprawidłowościami."|"2012-03-12"
"336331"|"Zakres przedmiotowy kontroli: sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (t.j. Dz. U. z 2013 r. poz. 217) i przepisami wydanymi na jej podstawie oraz aktami powiązanymi. Wynik kontroli: pozytywny z nieprawidłowościami."|"2013-04-03"
"336409"|"Zakres przedmiotowy kontroli - sprawdzenie prawidłowości funkcjonowania podmiotu pod względem medycznym oraz wskazanie występujących nieprawidłowości w zakresie spełniania warunków do udzielania świadczeń zdrowotnych.Wynik przeprowadzonej kontroli – pozytywny pomimo stwierdzonych nieprawidłowości.  "|"2015-05-22"
"336436"|"Zakres przedmiotowy kontroli - sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (t.j. Dz. U. z 2015 r. poz. 618 z późn. zm.) i przepisami wydanymi na jej podstawie oraz aktami powiązanymi.Wynik przeprowadzonej kontroli - pozytywny pomimo stwierdzonych nieprawidłowości."|"2015-11-18"
"336456"|"Zakres przedmiotowy kontroli: sprawdzenie prawidłowości funkcjonowania podmiotu pod względem medycznym oraz wskazanie występujących nieprawidłowości w zakresie spełniania warunków do udzielania świadczeń zdrowotnych.  Wynik przeprowadzonej kontroli: pozytywny z nieprawidłowościami"|"2013-04-11"
"336457"|"Zakres przedmiotowy kontroli: Kontrola planowa w zakresie spełnienia warunków do udzielania świadczeń zdrowotnych, a także zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej (t.j. Dz. U. z 2013 r., poz. 217 z późn. zm.) i przepisami powiązanymi.Wynik przeprowadzonej kontroli: pozytywny z nieprawidłowościami."|"2014-05-05"
"336495"|"zakres przedmiotowy kontroli: sprawdzenie funkcjonowania oraz wskazanie występujących nieprawidłowości w zakresie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011 r. o działalności leczniczej i przepisami powiązanymi. wynik przeprowadzonej kontroli: pozytywny"|"2015-09-23"
"336501"|"Zakres przedmiotowy kontroli: sprawdzenie prawidłowości funkcjonowania podmiotu pod względem medycznym oraz wskazanie występujących nieprawidłowości w zakresie spełniania warunków do udzielania świadczeń zdrowotnych. Wynik kontroli: pozytywny pomimo stwierdzonych nieprawidłowości."|"2015-03-05"
"336515"|"Zakres przedmiotowy kontroli: sprawdzenie zgodności wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011r. o działalności leczniczej (t.j. Dz.U. z 2013r. poz. 217) i przepisami wydanymi na jej podstawie oraz aktami powiązanymiWynik przeprowadzonej kontroli: pozytywny z uchybieniem"|"2013-09-02"
"336578"|"zakres przedmiotowy kontroli: zgodność wykonywanej działalności leczniczej z przepisami ustawy z dnia 15 kwietnia 2011r. o działalności leczniczej (t.j. Dz. U. z 2013r. poz. 217 z późn. zm.) i przepisami powiązanymiwynik przeprowadzonej kontroli: pozytywny pomimo stwierdzonych nieprawidłowości"|"2015-02-26"
