ID apteki	Nazwa	Status	Numer zezwolenia	Data wydania zezwolenia	Data cofnięcia zezwolenia	Data wygaszenia zezwolenia	Data uprawomocnienia zezwolenia	Data uprawomocnienia cofnięcia/wygaszenia zezwolenia	Data nadania rygoru natychmiastowej wykonalności dla cofnięcia zezwolenia	Sygnatura sprawy dla cofniecia/wygaszenia zezwolenia	Województwo	Powiat	Gmina	Rodzaj ulicy	Ulica	Numer Budynku	Numer Lokalu	Miejscowość	Kod pocztowy	Poczta	Simc	Terc	Ulic
1209520	NOWA	aktywna	FAKR-I.8520.1.97.2016	2016-09-20			2016-09-20				MAŁOPOLSKIE	nowosądecki	Podegrodzie (gmina wiejska)			210	A	Podegrodzie	33-386	Podegrodzie	460925	1210142	
1062087	NOVUM V	aktywna	ŚLWIF.KA-4100-198/09	2010-01-04			2010-01-04				śląskie	gliwicki	Gliwice		KOZIELSKA	135D		GLIWICE	44-121				
1061958	NOVUM III	aktywna	ŚLWIF.KA-8240-102/05	2005-09-08			2005-09-08				śląskie	gliwicki	Gliwice		GOMUŁKI	4 A	U	GLIWICE	44-121				
1071301	NOVUM II	aktywna	ŚLWIF.KA-4100-70/06	2006-05-15			2006-05-15				śląskie	Zabrze	Zabrze		ALEJA KORFANTEGO	17		ZABRZE	41-800				
1062054	NOVUM	aktywna	SLWIF.KA.8520.1.190.2011	2011-11-23			2011-11-23				śląskie	gliwicki	Gliwice		KOSÓW	15		GLIWICE	44-100				
1081593	NOVUM	aktywna	WIF.WA.4100/97/07	2007-08-13			2007-09-11				MAZOWIECKIE	wołomiński	Zielonka (gmina miejska)	ul.	Lipowa	2A		Zielonka	05-220	Zielonka	921970	1434041	11139
1072055	NOVAVITA	aktywna	ŚLWIF.KA-4100-112/2010-ZM	2010-07-07			2010-07-07				śląskie	myszkowski	Żarki		PIŁSUDSKIEGO	24/26		ŻARKI	42-310		932643	2409054	16274
1004269	NOVA-SĘDZISZÓW	aktywna	WIF-KI/Z/6/2012	2012-05-24			2012-06-07				świętokrzyskie	jędrzejowski	Sędziszów	ul.	Przemysłowa	1		SĘDZISZÓW	28-340		947610	2602064	17742
1004952	NOVA-SĘDZISZÓW	aktywna	WIF-KI/Z/PA/5/2012	2012-08-22			2012-09-05				świętokrzyskie	jędrzejowski				102		Słupia	28-350				
1183292	NOVA-PHARM PUNKT APTECZNY	aktywna	FAKR-I.8530.1.1.2015	2015-02-12			2015-02-12				MAŁOPOLSKIE	nowosądecki	Chełmiec (gmina wiejska)			45		Wielogłowy	33-311		421345	1210022	
1085902	NOVA SP. Z O.O	aktywna	WIF.WA.4100/131/07	2007-10-30			2007-11-14				MAZOWIECKIE	Warszawa	Mokotów (dzielnica)	ul.	Puławska	395		Warszawa	02-801	Warszawa	918130	1465058	18102
1205225	NOVA SŁONECZNA	aktywna	31/2016	2016-04-29			2016-05-17				WIELKOPOLSKIE	krotoszyński	Krotoszyn (miasto w gminie miejsko-wiejskiej)	ul.	Kościuszki	3		Krotoszyn	63-700	KROTOSZYN	936931	3012044	9572
1115428	NOVA S.C	aktywna	WIF.WA.II.8520.4.38.2013.DB	2013-04-22			2013-05-07				mazowieckie	płocki	Staroźreby	ul.	Mostowa	2A		Staroźreby	09-440		577060	1419142	13379
1177497	Nova MMB	aktywna	830/2014	2014-08-04			2014-08-04				POMORSKIE	kwidzyński	Prabuty (miasto w gminie miejsko-wiejskiej)	ul.	Jagiełły	8/10		Prabuty	82-550		932962	2207044	7040
1147967	Nova Centrum	aktywna	FA.KO.921/76/A/11/98	1998-04-02			1998-04-02				zachodniopomorskie	szczecinecki	Szczecinek	ul.	Bohaterów Warszawy	43		Szczecinek	78-400				
1130765	NOVA 4	aktywna	WIF-WR-.8520.1.43.2012	2012-08-13			2012-08-13				dolnośląskie	wołowski	Wołów	ul.	Piłsudskiego	32B		Wołów	56-100		987466	222034	36029
1179543	NOVA 3	aktywna	79/2014	2014-10-16			2014-10-30				WIELKOPOLSKIE	rawicki	Rawicz (miasto w gminie miejsko-wiejskiej)	ul.	marsz. Józefa Piłsudskiego	8A		Rawicz	63-900	RAWICZ	954604	3022054	16274
1176555	NOVA 2	aktywna	68/2014	2014-09-04			2014-09-18				WIELKOPOLSKIE	krotoszyński	Krotoszyn (miasto w gminie miejsko-wiejskiej)	ul.	Bolewskiego	2	1	Krotoszyn	63-700	KROTOSZYN	936931	3012044	35052
1002107	NOVA	aktywna	WIF-KI/Z/8/2003	2003-05-20			2003-06-03				świętokrzyskie	Kielce	Kielce	ul.	Sienkiewicza	78A		KIELCE	25-501		945930	2661011	19834
1016089	Nova	aktywna	FŁ-VII-8240-186/A/2002	2002-11-22			2002-12-06				łódzkie	sieradzki	Błaszki	ul.	Sieradzka	59		Błaszki	98-235		976267	1014024	19844
1026998	NOVA	aktywna	WIIF.PO.A-8240.1/35A/2001	2001-06-20			2001-07-04				wielkopolskie	jarociński	Żerków	ul.	JAROCIŃSKA	15B		ŻERKÓW	63-210		937445	3006044	7252
1031632	Nova	aktywna	487/2007	2007-11-23			2007-11-23				pomorskie	wejherowski		ul.	Jagalskiego	10		Wejherowo	84-200				
1031928	Nova	aktywna	530/2008	2008-10-16			2008-10-16				pomorskie	kartuski	Sierakowice	ul.	Lęborska	27		Sierakowice	83-340		171279	2205042	11008
1032833	Nova	aktywna	634/2010	2010-11-25			2010-11-25				POMORSKIE	Gdańsk	Gdańsk (gmina miejska)	ul.	Polanki	7		Gdańsk	80-308		933016	2261011	16974
1033328	Nova	aktywna	691/2011	2011-12-06			2011-12-06				pomorskie	bytowski	Miastko	ul.	Kazimierz Wielkiego	24		Miastko	77-200				
1040526	NOVA	aktywna	FAWM-A.Ż.-9211-13/482/2001	2001-05-04			2001-05-04				warmińsko-mazurskie	iławski	Iława	ul.	Kopernika	3	4A	IŁAWA	14-200		964650	2807011	9282
1042797	NOVA	aktywna	WIF.PO.A-82400/49/2009	2009-11-18			2009-12-10				wielkopolskie	chodzieski	Szamocin	ul.	RYNEK	8i10		SZAMOCIN	64-820		967096	3001054	19253
1044818	NOVA	aktywna	FAPO-I-9211-15A/95	1995-06-29			1995-07-14				wielkopolskie	międzychodzki	Sieraków	ul.	WRONIECKA	9		SIERAKÓW	64-410		971436	3014044	24813
1046897	NOVA	aktywna	121/2007	2007-11-27			2007-12-12				WIELKOPOLSKIE	Poznań	Poznań-Grunwald (delegatura)	ul.	Jana Ostroroga	36		Poznań	60-349	POZNAŃ	969416	3064029	15384
1048151	NOVA	aktywna	106/2007	2007-10-25			2007-10-29				wielkopolskie	kolski	Dąbie	pl.	MICKIEWICZA	6		DĄBIE	62-660		948992	3009044	12738
1051557	NOVA	aktywna	FAPO-I-9211-61 B/2000	2000-12-19			2001-01-02				WIELKOPOLSKIE	nowotomyski	Nowy Tomyśl (miasto w gminie miejsko-wiejskiej)	ul.	Tadeusza Kościuszki	54		Nowy Tomyśl	64-300	NOWY TOMYŚŁ	971175	3015044	9582
1054701	NOVA	aktywna	11/2007	2007-01-22			2007-02-23				wielkopolskie	leszczyński	Rydzyna	ul.	RYNEK	24		RYDZYNA	64-130		954633	3013044	19252
1056004	NOVA	aktywna	FAPO-I-9211-25A/99	1999-07-16			1999-08-01				WIELKOPOLSKIE	średzki	Środa Wielkopolska (miasto w gminie miejsko-wiejskiej)	ul.	marsz. Józefa Piłsudskiego	1A		Środa Wielkopolska	63-000	ŚRODA WIELKOPOLSKA	971614	3025044	16274
1064068	NOVA	aktywna	FAKA/0631/99	1999-05-04			1999-05-04				śląskie	Katowice	Katowice		MOŚCICKIEGO	6		KATOWICE	40-841		937474	2469011	13390
1066340	NOVA	aktywna	ŚLWIF.KA-8240-71/02	2002-04-02			2002-04-02				śląskie	mikołowski	Ornontowice		KLASZTORNA	3		ORNONTOWICE	43-178		218437	2408042	8485
1069748	NOVA	aktywna	FAKA/0610/99	1999-04-20			1999-04-20				śląskie	cieszyński	Strumień		RYNEK	21		STRUMIEŃ	43-246		925258	2403114	19252
1086651	NOVA	aktywna	WIF.WA.4100/31/10	2010-03-31			2010-04-15				MAZOWIECKIE	Warszawa	Praga-Południe (dzielnica)	ul.	"gen. Augusta Emila Fieldorfa ""Nila"""	10A	U14/U15	Warszawa	03-984	Warszawa	918838	1465078	31084
1087723	NOVA	aktywna	WIF.WA.4100/22/05	2005-03-15			2005-03-31				MAZOWIECKIE	grodziski	Grodzisk Mazowiecki (miasto w gminie miejsko-wiejskiej)	ul.	Piaskowa	17A/17		Grodzisk Mazowiecki	05-825	Grodzisk Mazowiecki	920380	1405044	16033
1088055	NOVA	aktywna	WIF.WA.4100/37/05	2005-04-28			2005-05-13				MAZOWIECKIE	nowodworski	Nasielsk (miasto w gminie miejsko-wiejskiej)	ul.	Warszawska	51/53D		Nasielsk	05-190	Nasielsk	930740	1414044	23682
1090805	NOVA	aktywna	WIF.Z-100/2001	2001-08-09			2001-09-05				MAZOWIECKIE	Ostrołęka	Ostrołęka (gmina miejska)	ul.	gen. Józefa Hallera	39		Ostrołęka	07-410	Ostrołęka	966079	1461011	6485
1094501	NOVA	aktywna	WIF.WA.4100/73/07	2007-07-01			2007-07-16				MAZOWIECKIE	grójecki	Grójec (miasto w gminie miejsko-wiejskiej)	ul.	Mogielnicka	1		Grójec	05-600	Grójec	973352	1406054	13194
1094660	NOVA	aktywna	WIF.WA.4100/72/07	2007-07-01			2007-07-16				MAZOWIECKIE	grójecki	Nowe Miasto nad Pilicą (miasto w gminie miejsko-wiejskiej)	ul.	Warszawska	38		Nowe Miasto nad Pilicą	26-420	Nowe Miasto nad Pilicą	973725	1406084	23682
1099825	Nova	aktywna	FABY/9211/40/29/116/96	1996-12-31			1997-01-23				kujawsko-pomorskie	Bydgoszcz	Bydgoszcz	ul.	ul. Dolina	57		Bydgoszcz	85-212				
1099830	Nova	aktywna	WIF.BY.8240/127/99/117/01	2001-12-20			2002-01-04				kujawsko-pomorskie	bydgoski	Dobrcz		ul. Ogrodowa	2b		Dobrcz	89-022				
1101052	Nova	aktywna	WIF.BY.4010-288/1/Z-3/04	2004-02-10			2004-02-26				kujawsko-pomorskie	żniński	Żnin	ul.	Aliantów	1c		Żnin	88-400		929865	419064	238
1102477	Nova	aktywna	FATO-9211/15/A-37/96	1996-06-10			1996-06-24				kujawsko-pomorskie	toruński	Chełmża	ul.	Gen.  Władysława Sikorskiego	50		Chełmża	87-140	Chełmża			
1104922	Nova	aktywna	WIF.BY.4012-167/1/Z-3/07	2007-01-23			2007-02-06				kujawsko-pomorskie	włocławski	Brześć Kujawski	ul.	Hanki Sawickiej	10A		Brześć Kujawski	87-880				
1131497	NOVA	aktywna	WIIF.WR-I-8240/137/zezw./73/02	2002-03-29			2002-03-29				dolnośląskie	bolesławiecki	Bolesławiec	ul.	10 Marca	2		Bolesławiec	59-700				
1132287	NOVA	aktywna	WIIF.WR-I-9211/135/Konc./370/00	2000-12-12			2000-12-12				dolnośląskie	głogowski	Głogów	ul.	Tadeusza Kościuszki	16a		Głogów	67-200				
1132350	NOVA	aktywna	WIIF.WR-I-8240/191/zezw./137/01	2001-11-26			2001-11-26				dolnośląskie	Legnica	Legnica	ul.	Władysława Reymonta	2		Legnica	59-220				
1133132	NOVA	aktywna	WIF-WR-I.8520.1.6.2011	2011-04-15			2011-04-15				dolnośląskie	lubiński	Lubin	ul.	Słowackiego	17		Lubin	59-300		954142	211011	20291
1133753	NOVA	aktywna	WIIF.WR-I-8240/69/zezw./49/03	2003-08-27			2003-08-27				dolnośląskie	kłodzki	Kłodzko	ul.	Harcerzy	1		Kłodzko	57-300		984077	208021	6525
1136913	NOVA	aktywna	WIF-WR-I.8520.1.44.2013	2013-07-26			2013-07-26				dolnośląskie	oleśnicki	Oleśnica - miasto	ul.	Jana Kilińskiego	6	4	Oleśnica	56-400				
1141685	Nova	aktywna	FARZ.DA.420/1349/10	2010-04-27			2010-04-27				podkarpackie	stalowowolski	Stalowa Wola	ul.	Dąbrowskiego	4		Stalowa Wola	37-450		981133	1818011	3687
1144103	Nova	aktywna	FARZ.DA.8520.1490.2011	2011-11-07			2011-11-07				podkarpackie	tarnobrzeski	Tarnobrzeg	ul.	Mickiewicza	4		Tarnobrzeg	39-400				
1144191	Nova	aktywna	FARZ.420/846/05	2005-10-05			2005-10-19				podkarpackie	tarnobrzeski	Tarnobrzeg	ul.	Warszawska	378		Tarnobrzeg	39-400				
1146820	Nova	aktywna	FARZ.DA.420/1334/10	2010-04-09			2010-04-09				podkarpackie	rzeszowski	Rzeszów	ul.	Rejtana	67		Rzeszów	35-326				
1151089	Nova	aktywna	FARZ.DA.420/1400/10	2010-11-24			2010-11-24				podkarpackie	jarosławski	Jarosław	ul.	3 Maja	65		Jarosław	37-500				
1151225	Nova	aktywna	FARZ.DN.8530.305.2011	2011-12-29			2011-12-29				podkarpackie	jarosławski	Pawłosiów			62		Pawłosiów	37-500				
1156999	NOVA	aktywna	WIF.8240-23/10	2010-08-12			2010-08-26				LUBELSKIE	włodawski	Urszulin (gmina wiejska)	ul.	Nowa	2		Urszulin	22-234		109027	619052	14330
1157883	NOVA	aktywna	WIF/8240/10/03	2003-04-29			2003-05-13				lubelskie	kraśnicki	Kraśnik	ul.	Urzędowska	16		Kraśnik	23-210		956112	607011	23423
1160808	NOVA	aktywna	55/96	1996-02-09			1996-02-09				dolnośląskie	świdnicki	Żarów	ul.	Piastowska	3		Żarów	58-130		984746	219084	16046
1166228	NOVA	aktywna	699	2013-12-13			2013-12-13				ZACHODNIOPOMORSKIE	gryfiński	Mieszkowice (miasto w gminie miejsko-wiejskiej)	ul.	Księcia Józefa Poniatowskiego	9a		Mieszkowice	74-505	Mieszkowice	979202	3206054	17113
1175307	NOVA	aktywna	WIFOL-ELB.8520.4.2014	2014-07-08			2014-07-23				WARMIŃSKO-MAZURSKIE	iławski	Iława (gmina miejska)	ul.	Wiejska	5		Iława	14-200	Iława	964650	2807011	24048
1176541	NOVA	aktywna	67/2014	2014-09-04			2014-09-18				WIELKOPOLSKIE	pleszewski	Pleszew (miasto w gminie miejsko-wiejskiej)	ul.	Słowackiego	16		Pleszew	63-300	PLESZEW	937280	3020064	20286
1178627	NOVA	aktywna	70/2014	2014-09-22			2014-10-06				WIELKOPOLSKIE	krotoszyński	Koźmin Wielkopolski (miasto w gminie miejsko-wiejskiej)	ul.	Mikołaja Kopernika	14		Koźmin Wielkopolski	63-720	KOŹMIN WIELKOPOLSKI	936925	3012034	9282
1180391	NOVA	aktywna	86/2014	2014-11-17			2014-12-01				WIELKOPOLSKIE	pleszewski	Pleszew (miasto w gminie miejsko-wiejskiej)	ul.	Szpitalna	21		Pleszew	63-300	PLESZEW	937280	3020064	22073
1186603	NOVA	aktywna	OWIF.8520.1.22.2015	2015-05-11			2015-05-26				OPOLSKIE	brzeski	Lewin Brzeski (miasto w gminie miejsko-wiejskiej)	ul.	Kościuszki	37D		Lewin Brzeski	49-340		965720	1601044	9572
1188218	NOVA	aktywna	LU-WIF.8520.30.2015	2015-06-18			2015-07-03				LUBELSKIE	hrubieszowski	Hrubieszów (gmina miejska)	ul.	Plac Staszica	10		Hrubieszów	22-500		987800	604011	40000
1189143	NOVA	aktywna	FŁ-1114/A/2015	2015-06-19			2015-07-08				ŁÓDZKIE	łęczycki	Łęczyca (gmina miejska)	al.	Jana Pawła II	15A		Łęczyca	99-100		969250	1004011	7120
1193568	NOVA	aktywna	WIF-WR-I.8520.1.52.2015	2015-09-08			2015-09-08				DOLNOŚLĄSKIE	milicki	Milicz (miasto w gminie miejsko-wiejskiej)	ul.	Wojska Polskiego	9		Milicz	56-300		987130	213034	24628
1200894	NOVA	aktywna	WIF.WA.II.8520.2.5.2016.DB	2016-01-14			2016-02-02				MAZOWIECKIE	Radom	Radom (gmina miejska)	ul.	Bolesława Limanowskiego	98		Radom	26-612	Radom	972750	1463011	11074
1202823	NOVA	aktywna	WIF-WR-I.8520.1.7.2016	2016-03-08			2016-03-08				DOLNOŚLĄSKIE	ząbkowicki	Ząbkowice Śląskie (miasto w gminie miejsko-wiejskiej)	inne	Rynek	23		Ząbkowice Śląskie	57-200	Ząbkowice Śląskie	984692	224054	19252
1204142	NOVA	aktywna	WIF-WR-I.8520.1.12.2016	2016-04-08			2016-04-08				DOLNOŚLĄSKIE	oleśnicki	Oleśnica (gmina miejska)	ul.	Ignacego Paderewskiego	4o, 4n		Oleśnica	56-400	Oleśnica	987213	214011	15529
1207533	NOVA	aktywna	53/2016	2016-07-01			2016-07-27				WIELKOPOLSKIE	pleszewski	Pleszew (miasto w gminie miejsko-wiejskiej)	ul.	Kaliska	21		Pleszew	63-300	PLESZEW	937280	3020064	7823
1208749	NOVA	aktywna	72/2016	2016-08-18			2016-09-07				WIELKOPOLSKIE	ostrowski	Ostrów Wielkopolski (gmina miejska)	ul.	Konopnickiej	1		Ostrów Wielkopolski	63-400	OSTRÓW WIELKOPOLSKI	937132	3017011	9182
1065579	NOSTRA	aktywna	ŚLWIF.KA-8240-109/03/100/05-ZM	2005-07-04			2005-07-04				śląskie	żywiecki	Łękawica		ŻYWIECKA	58B		ŁĘKAWICA	34-321		59312	2417072	26640
1203794	NON-STOP 2	aktywna	WIF-WR-I.8520.1.1.2016	2016-03-30			2016-03-30				DOLNOŚLĄSKIE	oławski	Jelcz-Laskowice (miasto w gminie miejsko-wiejskiej)	ul.	Józefa Bożka	9		Jelcz-Laskowice	55-220	Jelcz-Laskowice	987118	215034	1942
1113795	NON STOP	aktywna	WIF.WA.IV.8520.4.98.2012.DB	2012-12-13			2012-12-27				MAZOWIECKIE	Warszawa	Białołęka (dzielnica)	ul.	Magiczna	4	B 07	Warszawa	03-289	Warszawa	988796	1465038	33257
1170752	NON STOP	aktywna	WIF-WR-I.8520.1.8.2014	2014-04-10							DOLNOŚLĄSKIE	oławski	Oława (gmina miejska)	ul.	Sportowa	4	1	Oława	55-200	Oława	987259	215011	20683
1137404	"Noa Clinic - Usługi Medyczne Spółka z ograniczoną odpowiedzialnością"""	aktywna	WIF-WR-I.8540.56.2013	2013-10-29			2013-10-29				dolnośląskie	Wrocław	Wrocław	ul.	Legnicka	56		Wrocław	54-404		986290	264029	10780
1098033	NIWISKI	aktywna	WIF.WA.4200/35/04	2004-12-06			2004-12-24				MAZOWIECKIE	siedlecki	Mokobody (gmina wiejska)	ul.	Browarna	1		Niwiski	08-124	Mokobody	682198	1426042	2148
1146064	Niva	aktywna	FARZ.DA.8520.1529.2011	2011-01-13			2011-01-13				podkarpackie	rzeszowski	Głogów Małopolski	ul.	Krasickiego	8		Głogów Małopolski	36-060		974328	1816064	9830
1090486	NISKICH CEN	aktywna	WIF.WA.IV.8520.4.34.2012.DB	2012-05-18			2008-06-02				MAZOWIECKIE	piaseczyński	Lesznowola (gmina wiejska)	ul.	Błędna	14C		Zamienie	05-500	Piaseczno	5090	1418032	1455
1119833	NISKICH CEN	aktywna	WIF.WA.II.8520.4.96.2013.DB	2013-09-19			2013-10-05				MAZOWIECKIE	nowodworski	Nasielsk (miasto w gminie miejsko-wiejskiej)	ul.	Młynarska	3		Nasielsk	05-190	Nasielsk	930740	1414044	13112
1130994	NIGELLA	aktywna	FAJG-9211/K/22/95	1995-08-11			1995-08-11				dolnośląskie	jeleniogórski	Kowary	ul.	Dworcowa	10		Kowary	58-530		936078	206021	4434
1046753	NIEZWYKŁA	aktywna	20/2008	2008-03-26			2008-04-10				WIELKOPOLSKIE	poznański	Luboń (gmina miejska)	ul.	Stefana Żeromskiego	1		Luboń	62-031	LUBOŃ	970974	3021011	26469
1046914	NIEZWYKŁA	aktywna	114/2007	2007-12-03			2007-12-03				WIELKOPOLSKIE	obornicki	Rogoźno (miasto w gminie miejsko-wiejskiej)	os.	Przemysława II	3		Rogoźno	64-610	ROGOŹNO	967080	3016024	29966
1128102	NIEZŁE ZIÓŁKO	aktywna	WIIF.WR.I-8240/3/zezw./10/01	2001-01-30			2001-01-30				dolnośląskie	Wrocław	Wrocław	ul.	Bolesława Krzywoustego	314-316		Wrocław	51-310		986745	264049	13336
1210473	Niezapominajka dla całej rodziny 	aktywna	FARZ-DA.8520.2218.2016	2016-10-17			2016-11-02				PODKARPACKIE	Rzeszów	Rzeszów (gmina miejska)	ul.	Adama  Mickiewicza	12		Rzeszów	35-064		974133	1863011	12740
1036709	Niezapominajka dla całej rodziny	aktywna	FA.KR.9211-K-52-28/94	1994-05-04			1994-05-04				małopolskie	Kraków	Kraków	ul.	Witosa	39		Kraków	30-612		950960	1261049	24459
1059493	NIEZAPOMINAJKA DLA CAŁEJ RODZINY	aktywna	ŚLWIF.KA.8520.1.298.2011	2012-01-04			2012-01-04				śląskie	Chorzów	Chorzów		KATOWICKA	74		CHORZÓW	41-500		938887	2463011	8206
1059709	Niezapominajka dla całej rodziny	aktywna	ŚLWIF-KA-8240-289/01	2001-12-06			2001-12-06				śląskie	Chorzów	Chorzów		WOLNOŚCI	13		CHORZÓW	41-500		938887	2463011	24687
1074922	Niezapominajka dla całej rodziny	aktywna	FA.KR.8240-Z-17-4/2001	2001-03-01			2001-03-01				małopolskie	Kraków	Kraków-Nowa Huta (delegatura)	os.	Złotego Wieku	80		Kraków	31-618	Kraków	950718	1261039	26196
1076240	Niezapominajka dla całej rodziny	aktywna	FAA/5511/A/92/231/2002	2003-01-02			2003-01-02				małopolskie	Kraków	Kraków	ul.	Kalwaryjska	14		Kraków	30-504		950960	1261049	7842
1117737	Niezapominajka dla całej rodziny	aktywna	FAKR-I.8520.1.85.2013	2013-07-11			2013-07-11				małopolskie	oświęcimski	Kęty	ul.	Rynek	27		Kęty	32-650		924365	1213044	19252
1123538	Niezapominajka dla całej rodziny	aktywna	FAKR-I.8520.1.5.2014	2014-02-03			2014-02-03				małopolskie	limanowski	Limanowa - miasto	ul.	Rynek	9		Limanowa	34-600				
1140081	Niezapominajka dla całej rodziny	aktywna	FARZ.420/525/02	2002-03-01			2002-03-01				podkarpackie	przemyski	Stubno			69a		Stubno	37-723				
1141265	Niezapominajka dla całej rodziny	aktywna	FARZ.420/527/02	2002-03-01			2002-03-01				podkarpackie	przemyski	Przemyśl	ul.	3 Maja	21		Przemyśl	37-700				
1166184	Niezapominajka dla całej rodziny	aktywna	FARZ.DA.8520.1761.2013	2013-12-27			2014-01-14				podkarpackie	mielecki	Mielec - miasto	al.	Niepodległości	1		Mielec	39-300				
1174001	Niezapominajka dla całej rodziny	aktywna	FAKR-I.8520.1.81.2014	2014-06-20							MAŁOPOLSKIE	nowotarski	Nowy Targ (gmina miejska)	pl.	Rynek	19		Nowy Targ	34-400		961538	1211011	19251
1179268	Niezapominajka dla całej rodziny	aktywna	FAKR-I.8520.1.134.2014	2014-10-29			2014-10-29				MAŁOPOLSKIE	Kraków	Kraków-Krowodrza (delegatura)	ul.	Balicka	18		Kraków	30-149		950470	1261029	629
1181651	Niezapominajka Dla Całej Rodziny	aktywna	DNAiH.8520.1.259.2014	2014-12-19			2015-01-03				ŚLĄSKIE	myszkowski	Myszków (gmina miejska)	ul.	Sikorskiego	16		Myszków	42-300		932057	2409011	19900
1182364	Niezapominajka dla całej rodziny	aktywna	FARZ-DA.8520.1948.2014	2015-01-20			2015-02-04				PODKARPACKIE	Rzeszów	Rzeszów (gmina miejska)	al.	Tadeusza Rejtana	51		Rzeszów	35-326		974133	1863011	18574
1190249	Niezapominajka dla całej rodziny	aktywna	FARZ-DA.8520.2019.2015	2015-07-22			2015-08-06				PODKARPACKIE	jasielski	Jasło (gmina miejska)	ul.	Rynek	20		Jasło	38-200		953059	1805011	19252
1190991	Niezapominajka dla całej rodziny	aktywna	WIF-KI-WSN.8520.1.21.2015	2015-07-17			2015-07-31				ŚWIĘTOKRZYSKIE	jędrzejowski	Małogoszcz (miasto w gminie miejsko-wiejskiej)	ul.	Jaszowskiego	2		Małogoszcz	28-366	Małogoszcz	249343	2602034	7370
1193559	Niezapominajka dla całej rodziny	aktywna	FARZ-DA.8520.2040.2015	2015-09-08			2015-09-24				PODKARPACKIE	dębicki	Dębica (gmina miejska)	ul.	Kolejowa	44		Dębica	39-200		982233	1803011	8828
1196033	Niezapominajka dla całej rodziny	aktywna	FAKR-I.8520.1.135.2015	2015-10-14			2015-10-14				MAŁOPOLSKIE	Kraków	Kraków-Podgórze (delegatura)	ul.	Marii i Bolesława Wysłouchów	30a		Kraków	30-611	Kraków	950960	1261049	25053
1196782	Niezapominajka dla całej rodziny	aktywna	DNA.8520.1.216.2015	2015-10-26			2015-11-10				ŚLĄSKIE	Sosnowiec	Sosnowiec (gmina miejska)	ul.	Koszalińska	1a		Sosnowiec	31-219		943428	2475011	9509
1198949	Niezapominajka dla całej rodziny	aktywna	FAKR-I.8520.1.166.2015	2015-11-27			2015-11-27				MAŁOPOLSKIE	brzeski	Brzesko (miasto w gminie miejsko-wiejskiej)	pl.	Żwirki i Wigury	1		Brzesko	32-800	Brzesko	981966	1202024	26607
1201496	Niezapominajka dla całej rodziny	aktywna	WIF-WR-I.8520.1.104.2015	2016-01-27			2016-01-27				DOLNOŚLĄSKIE	Wrocław	Wrocław-Fabryczna (delegatura)	ul.	Strzegomska	200		Wrocław	54-432	Wrocław	986290	264029	21359
1202058	Niezapominajka dla całej rodziny	aktywna	FAKR-I.8520.1.14.2016	2016-02-10			2016-02-10				MAŁOPOLSKIE	Kraków	Kraków-Nowa Huta (delegatura)	os.	Kazimierzowskie	37		Kraków	31-844	Kraków	950718	1261039	8269
1204127	Niezapominajka dla całej rodziny	aktywna	FARZ-DA.8520.2163.2016	2016-04-08			2016-04-23				PODKARPACKIE	dębicki	Dębica (gmina miejska)	ul.	Kolejowa	18		Dębica	39-200		982233	1803011	8828
1204223	Niezapominajka dla całej rodziny	aktywna	DNA.8520.1.43.2016	2016-04-11			2016-04-26				ŚLĄSKIE	Częstochowa	Częstochowa (gmina miejska)	al.	Aleja Pokoju	7		Częstochowa	42-207		930868	2464011	38302
1209830	Niezapominajka dla całej rodziny	aktywna	FAKR-I.8520.1.95.2016	2016-09-29			2016-09-29				MAŁOPOLSKIE	Kraków	Kraków-Podgórze (delegatura)	ul.	Zakopiańska	115c		Kraków-Podgórze	30-418		950960	1261049	25458
1210224	Niezapominajka dla całej rodziny	aktywna	LU-WIF.8520.47.2016	2016-10-10			2016-10-26				LUBELSKIE	świdnicki	Świdnik (gmina miejska)	ul.	Kardynała Stefana  Wyszyńskiego	6		Świdnik	21-040		957146	617011	35421
1035279	Niezapominajka	aktywna	FAA.4406/A/91	1991-12-12			1991-12-12				małopolskie	Kraków	Kraków	ul.	Rusznikarska	17		Kraków	31-261		950470	1261029	19127
1035981	Niezapominajka	aktywna	FA.KR.8240-Z-557-70/07	2007-06-12			2007-06-12				małopolskie	Kraków	Kraków	al.	Pokoju	14		Kraków	31-543		950718	1261039	16939
1035997	Niezapominajka	aktywna	FAKR-I.8520.1.110.2011	2011-03-10			2011-03-10				małopolskie	Kraków	Kraków	ul.	Prądnicka	69		Kraków	31-202		950470	1261029	17466
1036008	Niezapominajka	aktywna	FA.KR.8240-Z-546-58/07	2007-05-09			2007-05-09				małopolskie	suski	Sucha Beskidzka	ul.	Szpitalna	22		Sucha Beskidzka	34-200		925287	1215021	22073
1036019	Niezapominajka	aktywna	FA.KR.8240-Z-595-120/07	2007-12-04			2007-12-04				małopolskie	Kraków	Kraków	os.	Centrum	B-4		Kraków	31-926		950718	1261039	2619
1036024	Niezapominajka	aktywna	FA.KR.8240-Z-535-41/07	2007-04-03			2007-04-03				małopolskie	Kraków	Kraków	ul.	Wlotowa	1		Kraków	30-668		950960	1261049	24481
1036035	Niezapominajka	aktywna	FA.KR.4100-Z-658-93/08	2008-12-30			2008-12-30				małopolskie	miechowski	Miechów	ul.	Piłsudskiego	1		Miechów	32-200		947225	1208054	16264
